Time,Date,Force1,Force2,Force
15:17:14,21/03/2023,314.33,310.96,625.3
15:17:16,21/03/2023,314.33,310.93,625.27
15:17:18,21/03/2023,314.3,310.9,625.2
15:17:20,21/03/2023,314.24,310.9,625.14
15:17:23,21/03/2023,314.17,310.81,624.98
15:17:24,21/03/2023,314.17,310.81,624.98
15:17:26,21/03/2023,314.14,310.74,624.88
15:17:28,21/03/2023,314.11,310.74,624.85
15:17:30,21/03/2023,314.11,310.71,624.82
15:17:32,21/03/2023,314.05,310.65,624.69
15:17:34,21/03/2023,314.05,310.65,624.69
15:17:36,21/03/2023,313.95,310.58,624.54
15:17:38,21/03/2023,313.95,310.55,624.5
15:17:40,21/03/2023,313.92,310.55,624.47
15:17:41,21/03/2023,313.92,310.55,624.47
15:17:43,21/03/2023,313.92,310.49,624.41
15:17:45,21/03/2023,313.83,310.49,624.31
15:17:47,21/03/2023,313.79,310.42,624.22
15:17:49,21/03/2023,313.79,310.39,624.19
15:17:51,21/03/2023,313.76,310.36,624.12
15:17:53,21/03/2023,313.76,310.36,624.12
15:17:55,21/03/2023,313.7,310.3,623.99
15:17:57,21/03/2023,313.63,310.33,623.96
15:17:58,21/03/2023,313.6,310.3,623.9
15:18:00,21/03/2023,313.57,310.2,623.77
15:18:02,21/03/2023,313.57,310.23,623.8
15:18:04,21/03/2023,313.54,310.17,623.71
15:18:06,21/03/2023,313.54,310.17,623.71
15:18:08,21/03/2023,313.51,310.14,623.65
15:18:10,21/03/2023,313.51,310.11,623.61
15:18:12,21/03/2023,313.38,310.04,623.42
15:18:14,21/03/2023,313.38,310.04,623.42
15:18:16,21/03/2023,313.38,310.04,623.42
15:18:17,21/03/2023,313.35,309.98,623.33
15:18:19,21/03/2023,313.35,309.98,623.33
15:18:21,21/03/2023,313.29,309.95,623.23
15:18:23,21/03/2023,313.29,309.95,623.23
15:18:25,21/03/2023,313.25,309.92,623.17
15:18:27,21/03/2023,313.22,309.92,623.14
15:18:29,21/03/2023,313.19,309.92,623.11
15:18:31,21/03/2023,313.16,309.79,622.95
15:18:33,21/03/2023,313.19,309.79,622.98
15:18:34,21/03/2023,313.09,309.76,622.85
15:18:36,21/03/2023,313.09,309.76,622.85
15:18:38,21/03/2023,313.06,309.72,622.79
15:18:40,21/03/2023,313.03,309.69,622.72
15:18:42,21/03/2023,313.03,309.72,622.76
15:18:44,21/03/2023,313,309.69,622.69
15:18:46,21/03/2023,313,309.69,622.69
15:18:48,21/03/2023,313,309.6,622.6
15:18:50,21/03/2023,312.97,309.57,622.53
15:18:51,21/03/2023,312.97,309.53,622.5
15:18:53,21/03/2023,312.9,309.53,622.44
15:18:55,21/03/2023,312.87,309.53,622.41
15:18:57,21/03/2023,312.87,309.44,622.31
15:18:59,21/03/2023,312.84,309.41,622.25
15:19:01,21/03/2023,312.81,309.44,622.25
15:19:03,21/03/2023,312.81,309.41,622.22
15:19:05,21/03/2023,312.74,309.38,622.12
15:19:07,21/03/2023,312.71,309.34,622.06
15:19:09,21/03/2023,312.71,309.34,622.06
15:19:10,21/03/2023,312.68,309.31,621.99
15:19:12,21/03/2023,312.68,309.31,621.99
15:19:14,21/03/2023,312.65,309.25,621.9
15:19:16,21/03/2023,312.62,309.22,621.83
15:19:18,21/03/2023,312.62,309.22,621.83
15:19:20,21/03/2023,312.55,309.22,621.77
15:19:22,21/03/2023,312.55,309.18,621.74
15:19:24,21/03/2023,312.52,309.15,621.68
15:19:26,21/03/2023,312.49,309.15,621.64
15:19:27,21/03/2023,312.43,309.15,621.58
15:19:29,21/03/2023,312.46,309.12,621.58
15:19:31,21/03/2023,312.43,309.12,621.55
15:19:33,21/03/2023,312.43,309.03,621.45
15:19:35,21/03/2023,312.36,309.09,621.45
15:19:37,21/03/2023,312.33,308.99,621.33
15:19:39,21/03/2023,312.33,309.03,621.36
15:19:41,21/03/2023,312.33,309.03,621.36
15:19:43,21/03/2023,312.27,308.96,621.23
15:19:44,21/03/2023,312.27,308.96,621.23
15:19:46,21/03/2023,312.2,308.93,621.14
15:19:48,21/03/2023,312.2,308.93,621.14
15:19:50,21/03/2023,312.14,308.9,621.04
15:19:52,21/03/2023,312.14,308.84,620.98
15:19:54,21/03/2023,312.14,308.84,620.98
15:19:56,21/03/2023,312.14,308.84,620.98
15:19:58,21/03/2023,312.14,308.8,620.94
15:20:00,21/03/2023,312.08,308.8,620.88
15:20:02,21/03/2023,312.08,308.77,620.85
15:20:03,21/03/2023,312.01,308.74,620.75
15:20:05,21/03/2023,312.01,308.77,620.79
15:20:07,21/03/2023,312.01,308.74,620.75
15:20:09,21/03/2023,311.98,308.71,620.69
15:20:11,21/03/2023,312.01,308.71,620.72
15:20:13,21/03/2023,312.01,308.64,620.66
15:20:15,21/03/2023,311.95,308.61,620.56
15:20:17,21/03/2023,311.92,308.61,620.53
15:20:19,21/03/2023,311.95,308.58,620.53
15:20:21,21/03/2023,311.95,308.58,620.53
15:20:22,21/03/2023,311.89,308.58,620.47
15:20:24,21/03/2023,311.92,308.58,620.5
15:20:26,21/03/2023,311.82,308.52,620.34
15:20:28,21/03/2023,311.82,308.55,620.37
15:20:30,21/03/2023,311.82,308.52,620.34
15:20:32,21/03/2023,311.79,308.49,620.28
15:20:34,21/03/2023,311.76,308.52,620.28
15:20:36,21/03/2023,311.76,308.49,620.25
15:20:38,21/03/2023,311.73,308.42,620.15
15:20:39,21/03/2023,311.66,308.39,620.06
15:20:41,21/03/2023,311.66,308.42,620.09
15:20:43,21/03/2023,311.73,308.42,620.15
15:20:45,21/03/2023,311.63,308.36,619.99
15:20:47,21/03/2023,311.63,308.33,619.96
15:20:49,21/03/2023,311.6,308.33,619.93
15:20:51,21/03/2023,311.6,308.3,619.9
15:20:53,21/03/2023,311.57,308.33,619.9
15:20:55,21/03/2023,311.54,308.33,619.86
15:20:56,21/03/2023,311.54,308.23,619.77
15:20:58,21/03/2023,311.47,308.23,619.71
15:21:00,21/03/2023,311.47,308.23,619.71
15:21:02,21/03/2023,311.44,308.23,619.67
15:21:04,21/03/2023,311.44,308.2,619.64
15:21:06,21/03/2023,311.44,308.17,619.61
15:21:08,21/03/2023,311.41,308.17,619.58
15:21:10,21/03/2023,311.41,308.17,619.58
15:21:12,21/03/2023,311.38,308.14,619.51
15:21:14,21/03/2023,311.38,308.1,619.48
15:21:15,21/03/2023,311.28,308.1,619.39
15:21:17,21/03/2023,311.28,308.1,619.39
15:21:19,21/03/2023,311.25,308.04,619.29
15:21:21,21/03/2023,311.22,308.01,619.23
15:21:23,21/03/2023,311.25,308.01,619.26
15:21:25,21/03/2023,311.19,308.01,619.2
15:21:27,21/03/2023,311.19,308.01,619.2
15:21:29,21/03/2023,311.19,307.98,619.17
15:21:31,21/03/2023,311.12,307.98,619.1
15:21:32,21/03/2023,311.12,307.95,619.07
15:21:34,21/03/2023,311.06,307.98,619.04
15:21:36,21/03/2023,311.09,307.91,619.01
15:21:38,21/03/2023,311.06,307.91,618.97
15:21:40,21/03/2023,311.06,307.91,618.97
15:21:42,21/03/2023,311.06,307.85,618.91
15:21:44,21/03/2023,311.03,307.85,618.88
15:21:46,21/03/2023,311,307.82,618.82
15:21:48,21/03/2023,311.03,307.82,618.85
15:21:49,21/03/2023,311,307.82,618.82
15:21:51,21/03/2023,311,307.82,618.82
15:21:53,21/03/2023,310.93,307.75,618.69
15:21:55,21/03/2023,310.93,307.79,618.72
15:21:57,21/03/2023,310.9,307.75,618.66
15:21:59,21/03/2023,310.9,307.75,618.66
15:22:01,21/03/2023,310.87,307.72,618.59
15:22:03,21/03/2023,310.87,307.72,618.59
15:22:05,21/03/2023,310.84,307.72,618.56
15:22:07,21/03/2023,310.84,307.72,618.56
15:22:08,21/03/2023,310.84,307.69,618.53
15:22:10,21/03/2023,310.81,307.72,618.53
15:22:12,21/03/2023,310.74,307.63,618.37
15:22:14,21/03/2023,310.74,307.63,618.37
15:22:16,21/03/2023,310.71,307.63,618.34
15:22:18,21/03/2023,310.74,307.6,618.34
15:22:20,21/03/2023,310.71,307.6,618.31
15:22:22,21/03/2023,310.68,307.56,618.24
15:22:24,21/03/2023,310.68,307.56,618.24
15:22:25,21/03/2023,310.68,307.6,618.28
15:22:27,21/03/2023,310.68,307.53,618.21
15:22:29,21/03/2023,310.68,307.53,618.21
15:22:31,21/03/2023,310.68,307.53,618.21
15:22:33,21/03/2023,310.65,307.5,618.15
15:22:35,21/03/2023,310.58,307.5,618.09
15:22:37,21/03/2023,310.58,307.5,618.09
15:22:39,21/03/2023,310.55,307.44,617.99
15:22:41,21/03/2023,310.55,307.44,617.99
15:22:42,21/03/2023,310.58,307.44,618.02
15:22:44,21/03/2023,310.52,307.44,617.96
15:22:46,21/03/2023,310.49,307.41,617.89
15:22:48,21/03/2023,310.49,307.44,617.93
15:22:50,21/03/2023,310.49,307.44,617.93
15:22:52,21/03/2023,310.46,307.37,617.83
15:22:54,21/03/2023,310.46,307.37,617.83
15:22:56,21/03/2023,310.39,307.37,617.77
15:22:58,21/03/2023,310.39,307.34,617.74
15:22:59,21/03/2023,310.39,307.34,617.74
15:23:01,21/03/2023,310.39,307.31,617.7
15:23:03,21/03/2023,310.36,307.31,617.67
15:23:05,21/03/2023,310.33,307.34,617.67
15:23:07,21/03/2023,310.33,307.25,617.58
15:23:09,21/03/2023,310.33,307.25,617.58
15:23:11,21/03/2023,310.3,307.25,617.54
15:23:13,21/03/2023,310.3,307.25,617.54
15:23:15,21/03/2023,310.27,307.21,617.48
15:23:17,21/03/2023,310.27,307.21,617.48
15:23:18,21/03/2023,310.27,307.25,617.51
15:23:20,21/03/2023,310.2,307.18,617.39
15:23:22,21/03/2023,310.2,307.18,617.39
15:23:24,21/03/2023,310.2,307.21,617.42
15:23:26,21/03/2023,310.14,307.18,617.32
15:23:28,21/03/2023,310.14,307.18,617.32
15:23:30,21/03/2023,310.14,307.15,617.29
15:23:32,21/03/2023,310.11,307.12,617.23
15:23:34,21/03/2023,310.11,307.15,617.26
15:23:35,21/03/2023,310.11,307.15,617.26
15:23:37,21/03/2023,310.11,307.09,617.2
15:23:39,21/03/2023,310.11,307.12,617.23
15:23:41,21/03/2023,310.01,307.09,617.1
15:23:43,21/03/2023,310.04,307.02,617.07
15:23:45,21/03/2023,310.01,307.02,617.04
15:23:47,21/03/2023,310.01,307.02,617.04
15:23:49,21/03/2023,309.98,307.02,617
15:23:51,21/03/2023,309.95,306.99,616.94
15:23:52,21/03/2023,309.95,306.99,616.94
15:23:54,21/03/2023,309.95,306.96,616.91
15:23:56,21/03/2023,309.92,306.96,616.88
15:23:58,21/03/2023,309.92,306.99,616.91
15:24:00,21/03/2023,309.92,307.02,616.94
15:24:02,21/03/2023,309.85,306.93,616.78
15:24:04,21/03/2023,309.82,306.93,616.75
15:24:06,21/03/2023,309.82,306.96,616.78
15:24:08,21/03/2023,309.82,306.96,616.78
15:24:10,21/03/2023,309.82,306.93,616.75
15:24:11,21/03/2023,309.82,306.93,616.75
15:24:13,21/03/2023,309.76,306.9,616.66
15:24:15,21/03/2023,309.76,306.9,616.66
15:24:17,21/03/2023,309.79,306.9,616.69
15:24:19,21/03/2023,309.76,306.9,616.66
15:24:21,21/03/2023,309.76,306.83,616.59
15:24:23,21/03/2023,309.73,306.83,616.56
15:24:25,21/03/2023,309.73,306.83,616.56
15:24:27,21/03/2023,309.73,306.83,616.56
15:24:28,21/03/2023,309.73,306.8,616.53
15:24:30,21/03/2023,309.73,306.83,616.56
15:24:32,21/03/2023,309.73,306.77,616.5
15:24:34,21/03/2023,309.63,306.77,616.4
15:24:36,21/03/2023,309.63,306.77,616.4
15:24:38,21/03/2023,309.63,306.77,616.4
15:24:40,21/03/2023,309.63,306.8,616.43
15:24:42,21/03/2023,309.6,306.74,616.34
15:24:44,21/03/2023,309.6,306.77,616.37
15:24:45,21/03/2023,309.57,306.77,616.34
15:24:47,21/03/2023,309.57,306.74,616.31
15:24:49,21/03/2023,309.57,306.71,616.27
15:24:51,21/03/2023,309.5,306.71,616.21
15:24:53,21/03/2023,309.57,306.74,616.31
15:24:55,21/03/2023,309.57,306.71,616.27
15:24:57,21/03/2023,309.5,306.71,616.21
15:24:59,21/03/2023,309.47,306.64,616.12
15:25:01,21/03/2023,309.47,306.71,616.18
15:25:02,21/03/2023,309.47,306.64,616.12
15:25:04,21/03/2023,309.44,306.64,616.08
15:25:06,21/03/2023,309.44,306.61,616.05
15:25:08,21/03/2023,309.44,306.64,616.08
15:25:10,21/03/2023,309.41,306.61,616.02
15:25:12,21/03/2023,309.41,306.64,616.05
15:25:14,21/03/2023,309.41,306.58,615.99
15:25:16,21/03/2023,309.38,306.61,615.99
15:25:18,21/03/2023,309.38,306.61,615.99
15:25:20,21/03/2023,309.38,306.61,615.99
15:25:21,21/03/2023,309.31,306.55,615.86
15:25:23,21/03/2023,309.31,306.58,615.89
15:25:25,21/03/2023,309.31,306.58,615.89
15:25:27,21/03/2023,309.28,306.52,615.8
15:25:29,21/03/2023,309.31,306.55,615.86
15:25:31,21/03/2023,309.28,306.52,615.8
15:25:33,21/03/2023,309.25,306.55,615.8
15:25:35,21/03/2023,309.25,306.55,615.8
15:25:37,21/03/2023,309.25,306.52,615.77
15:25:38,21/03/2023,309.25,306.52,615.77
15:25:40,21/03/2023,309.22,306.52,615.73
15:25:42,21/03/2023,309.22,306.45,615.67
15:25:44,21/03/2023,309.19,306.45,615.64
15:25:46,21/03/2023,309.12,306.45,615.58
15:25:48,21/03/2023,309.12,306.42,615.54
15:25:50,21/03/2023,309.12,306.42,615.54
15:25:52,21/03/2023,309.12,306.39,615.51
15:25:54,21/03/2023,309.09,306.42,615.51
15:25:55,21/03/2023,309.12,306.39,615.51
15:25:57,21/03/2023,309.09,306.39,615.48
15:25:59,21/03/2023,309.06,306.39,615.45
15:26:01,21/03/2023,309.06,306.42,615.48
15:26:03,21/03/2023,309.03,306.36,615.38
15:26:05,21/03/2023,309.06,306.36,615.42
15:26:07,21/03/2023,309.06,306.36,615.42
15:26:09,21/03/2023,309.06,306.33,615.38
15:26:11,21/03/2023,308.96,306.36,615.32
15:26:13,21/03/2023,309.03,306.33,615.35
15:26:14,21/03/2023,308.93,306.36,615.29
15:26:16,21/03/2023,308.93,306.33,615.26
15:26:18,21/03/2023,308.93,306.33,615.26
15:26:20,21/03/2023,308.9,306.33,615.23
15:26:22,21/03/2023,308.9,306.29,615.19
15:26:24,21/03/2023,308.9,306.23,615.13
15:26:26,21/03/2023,308.9,306.29,615.19
15:26:28,21/03/2023,308.87,306.29,615.16
15:26:30,21/03/2023,308.87,306.23,615.1
15:26:31,21/03/2023,308.84,306.29,615.13
15:26:33,21/03/2023,308.87,306.23,615.1
15:26:35,21/03/2023,308.84,306.23,615.07
15:26:37,21/03/2023,308.84,306.2,615.03
15:26:39,21/03/2023,308.84,306.23,615.07
15:26:41,21/03/2023,308.84,306.2,615.03
15:26:43,21/03/2023,308.77,306.29,615.07
15:26:45,21/03/2023,308.74,306.29,615.03
15:26:47,21/03/2023,308.74,306.23,614.97
15:26:48,21/03/2023,308.77,306.2,614.97
15:26:50,21/03/2023,308.74,306.2,614.94
15:26:52,21/03/2023,308.77,306.17,614.94
15:26:54,21/03/2023,308.74,306.2,614.94
15:26:56,21/03/2023,308.74,306.17,614.91
15:26:58,21/03/2023,308.74,306.2,614.94
15:27:00,21/03/2023,308.71,306.17,614.88
15:27:02,21/03/2023,308.74,306.2,614.94
15:27:04,21/03/2023,308.74,306.2,614.94
15:27:06,21/03/2023,308.71,306.13,614.84
15:27:07,21/03/2023,308.71,306.13,614.84
15:27:09,21/03/2023,308.71,306.13,614.84
15:27:11,21/03/2023,308.71,306.13,614.84
15:27:13,21/03/2023,308.68,306.1,614.78
15:27:15,21/03/2023,308.71,306.1,614.81
15:27:17,21/03/2023,308.68,306.13,614.81
15:27:19,21/03/2023,308.65,306.1,614.75
15:27:21,21/03/2023,308.68,306.04,614.72
15:27:23,21/03/2023,308.58,306.1,614.69
15:27:25,21/03/2023,308.58,306.04,614.62
15:27:26,21/03/2023,308.65,306.1,614.75
15:27:28,21/03/2023,308.58,306.04,614.62
15:27:30,21/03/2023,308.58,306.04,614.62
15:27:32,21/03/2023,308.55,306.04,614.59
15:27:34,21/03/2023,308.55,306.04,614.59
15:27:36,21/03/2023,308.55,306.01,614.56
15:27:38,21/03/2023,308.55,305.98,614.53
15:27:40,21/03/2023,308.52,305.98,614.49
15:27:42,21/03/2023,308.52,305.94,614.46
15:27:43,21/03/2023,308.52,306.01,614.53
15:27:45,21/03/2023,308.49,305.94,614.43
15:27:47,21/03/2023,308.49,305.98,614.46
15:27:49,21/03/2023,308.49,305.98,614.46
15:27:51,21/03/2023,308.42,305.94,614.37
15:27:53,21/03/2023,308.49,305.91,614.4
15:27:55,21/03/2023,308.42,305.94,614.37
15:27:57,21/03/2023,308.42,305.91,614.34
15:27:59,21/03/2023,308.39,305.91,614.3
15:28:01,21/03/2023,308.39,305.91,614.3
15:28:02,21/03/2023,308.39,305.91,614.3
15:28:04,21/03/2023,308.36,305.85,614.21
15:28:06,21/03/2023,308.36,305.91,614.27
15:28:08,21/03/2023,308.39,305.91,614.3
15:28:10,21/03/2023,308.36,305.85,614.21
15:28:12,21/03/2023,308.36,305.91,614.27
15:28:14,21/03/2023,308.33,305.85,614.18
15:28:16,21/03/2023,308.33,305.82,614.15
15:28:18,21/03/2023,308.33,305.85,614.18
15:28:19,21/03/2023,308.3,305.82,614.11
15:28:21,21/03/2023,308.3,305.82,614.11
15:28:23,21/03/2023,308.23,305.82,614.05
15:28:25,21/03/2023,308.33,305.85,614.18
15:28:27,21/03/2023,308.23,305.82,614.05
15:28:29,21/03/2023,308.23,305.82,614.05
15:28:31,21/03/2023,308.23,305.79,614.02
15:28:33,21/03/2023,308.2,305.82,614.02
15:28:35,21/03/2023,308.2,305.79,613.99
15:28:37,21/03/2023,308.23,305.75,613.99
15:28:38,21/03/2023,308.17,305.75,613.92
15:28:40,21/03/2023,308.17,305.75,613.92
15:28:42,21/03/2023,308.23,305.75,613.99
15:28:44,21/03/2023,308.17,305.75,613.92
15:28:46,21/03/2023,308.17,305.72,613.89
15:28:48,21/03/2023,308.14,305.72,613.86
15:28:50,21/03/2023,308.14,305.72,613.86
15:28:52,21/03/2023,308.14,305.75,613.89
15:28:54,21/03/2023,308.11,305.72,613.83
15:28:55,21/03/2023,308.14,305.66,613.8
15:28:57,21/03/2023,308.11,305.72,613.83
15:28:59,21/03/2023,308.11,305.66,613.76
15:29:01,21/03/2023,308.11,305.75,613.86
15:29:03,21/03/2023,308.04,305.66,613.7
15:29:05,21/03/2023,308.11,305.66,613.76
15:29:07,21/03/2023,308.04,305.66,613.7
15:29:09,21/03/2023,308.04,305.72,613.76
15:29:11,21/03/2023,308.01,305.66,613.67
15:29:12,21/03/2023,308.01,305.63,613.64
15:29:14,21/03/2023,308.04,305.66,613.7
15:29:16,21/03/2023,307.98,305.63,613.61
15:29:18,21/03/2023,308.01,305.66,613.67
15:29:20,21/03/2023,308.01,305.63,613.64
15:29:22,21/03/2023,307.98,305.63,613.61
15:29:24,21/03/2023,307.98,305.63,613.61
15:29:26,21/03/2023,307.95,305.66,613.61
15:29:28,21/03/2023,307.95,305.63,613.57
15:29:30,21/03/2023,307.95,305.59,613.54
15:29:31,21/03/2023,307.95,305.59,613.54
15:29:33,21/03/2023,307.88,305.63,613.51
15:29:35,21/03/2023,307.88,305.63,613.51
15:29:37,21/03/2023,307.88,305.59,613.48
15:29:39,21/03/2023,307.85,305.63,613.48
15:29:41,21/03/2023,307.85,305.63,613.48
15:29:43,21/03/2023,307.85,305.56,613.41
15:29:45,21/03/2023,307.88,305.59,613.48
15:29:47,21/03/2023,307.88,305.56,613.45
15:29:48,21/03/2023,307.82,305.59,613.41
15:29:50,21/03/2023,307.85,305.56,613.41
15:29:52,21/03/2023,307.82,305.56,613.38
15:29:54,21/03/2023,307.79,305.53,613.32
15:29:56,21/03/2023,307.79,305.53,613.32
15:29:58,21/03/2023,307.79,305.53,613.32
15:30:00,21/03/2023,307.76,305.53,613.29
15:30:02,21/03/2023,307.76,305.53,613.29
15:30:04,21/03/2023,307.76,305.53,613.29
