State_of_Charge,StateofCharge,Voltage,DischargeVoltage,ChargeVoltage,DischargeEnergy
0.235,23.5,3.762932,3.745227,3.780637,17.802179999999996
0.24,24,3.764838,3.746614,3.783062,17.676109999999998
0.245,24.5,3.7662804999999997,3.747851,3.78471,17.57053
0.25,25,3.7676735,3.749217,3.78613,17.465119999999995
0.255,25.5,3.7689205,3.750716,3.787125,17.35965
0.26,26,3.7703420000000003,3.752975,3.787709,17.233229999999995
0.265,26.5,3.7713055,3.754601,3.78801,17.12803
0.27,27,3.7736775,3.756799,3.790556,17.02269
0.275,27.5,3.7745699999999998,3.758701,3.790439,16.896059999999995
0.27949999999999997,27.95,3.7765505,3.760854,3.792247,16.790469999999996
0.285,28.5,3.7777965,3.762307,3.793286,16.684839999999998
0.29,29,3.7790369999999998,3.764021,3.794053,16.558139999999998
0.2955,29.55,3.780118,3.765637,3.794599,16.45246
0.3,30,3.780814,3.76674,3.794888,16.34665
0.305,30.5,3.7812235000000003,3.767229,3.795218,16.240819999999996
0.31,31,3.782172,3.769194,3.79515,16.113649999999996
0.315,31.5,3.7832179999999997,3.770813,3.795623,16.00791
0.32,32,3.783585,3.771778,3.795392,15.902309999999996
0.325,32.5,3.7843435,3.772998,3.795689,15.775400000000001
0.33,33,3.7847495,3.774018,3.795481,15.669499999999996
0.335,33.5,3.785052,3.77431,3.795794,15.56354
0.34,34,3.786224,3.775878,3.79657,15.4363
0.34450000000000003,34.45,3.7871065,3.776922,3.797291,15.33022
0.35,35,3.7874475,3.777534,3.797361,15.224329999999998
0.355,35.5,3.7879155,3.778452,3.797379,15.096769999999996
0.36,36,3.788707,3.779108,3.798306,14.990190000000002
0.365,36.5,3.7897239999999996,3.779819,3.799629,14.884089999999997
0.37,37,3.7906895,3.780843,3.800536,14.777959999999997
0.375,37.5,3.791487,3.781653,3.801321,14.6506
0.38,38,3.7920135,3.782495,3.801532,14.544360000000001
0.385,38.5,3.7930444999999997,3.783719,3.80237,14.438009999999995
0.39,39,3.7942995,3.784558,3.804041,14.310419999999997
0.395,39.5,3.79526,3.785812,3.804708,14.20437
0.4,40,3.796204,3.786778,3.80563,14.09786
0.405,40.5,3.7975950000000003,3.787707,3.807483,13.99126
0.4105,41.05,3.798369,3.788883,3.807855,13.863399999999995
0.415,41.5,3.7992505000000003,3.789088,3.809413,13.75704
0.42,42,3.8003165,3.790442,3.810191,13.650839999999999
0.4255,42.55,3.801835,3.792333,3.811337,13.523389999999996
0.43,43,3.802415,3.792847,3.811983,13.417179999999998
0.435,43.5,3.8041305,3.794421,3.81384,13.310950000000002
0.44,44,3.8053090000000003,3.795589,3.815029,13.183469999999996
0.445,44.5,3.806879,3.797497,3.816261,13.077119999999997
0.45,45,3.8082510000000003,3.798449,3.818053,12.970849999999995
0.455,45.5,3.809774,3.800066,3.819482,12.842849999999995
0.46,46,3.8111895000000002,3.801546,3.820833,12.736279999999997
0.465,46.5,3.812741,3.803152,3.82233,12.629850000000001
0.47,47,3.814292,3.804405,3.824179,12.52316
0.475,47.5,3.815517,3.805825,3.825209,12.395029999999995
0.48,48,3.8168715,3.806561,3.827182,12.288169999999997
0.485,48.5,3.8189225,3.808867,3.828978,12.181099999999997
0.49,49,3.8207934999999997,3.810856,3.830731,12.052130000000002
0.495,49.5,3.8222750000000003,3.812348,3.832202,11.944790000000001
0.5,50,3.8244345,3.814344,3.834525,11.837949999999996
0.505,50.5,3.8251615,3.815439,3.834884,11.709129999999998
0.51,51,3.8272755,3.816409,3.838142,11.60171
0.515,51.5,3.8292595,3.818148,3.840371,11.49426
0.52,52,3.830933,3.820172,3.841694,11.386769999999995
0.525,52.5,3.8337395,3.823104,3.844375,11.258
0.53,53,3.8359550000000002,3.825383,3.846527,11.150850000000002
0.535,53.5,3.837899,3.827041,3.848757,11.043739999999996
0.54,54,3.840071,3.829362,3.85078,10.914480000000001
0.545,54.5,3.842307,3.830979,3.853635,10.80667
0.55,55,3.844786,3.833343,3.856229,10.699029999999997
0.5555,55.55,3.847282,3.835865,3.858699,10.569999999999997
0.56,56,3.8497565,3.838195,3.861318,10.46198
0.565,56.5,3.8524205,3.840203,3.864638,10.353829999999999
0.57,57,3.8553784999999996,3.842913,3.867844,10.245909999999999
0.575,57.5,3.857488,3.845408,3.869568,10.11647
0.58,58,3.860933,3.848403,3.873463,10.008299999999998
0.585,58.5,3.864191,3.850979,3.877403,9.900139999999997
0.59,59,3.8668675,3.853333,3.880402,9.770419999999998
0.595,59.5,3.870609,3.857357,3.883861,9.662419999999997
0.6,60,3.8745515,3.860718,3.888385,9.554229999999997
0.605,60.5,3.877782,3.863515,3.892049,9.42429
0.61,61,3.8819369999999997,3.867611,3.896263,9.315559999999998
0.615,61.5,3.8862785,3.871387,3.90117,9.206789999999998
0.62,62,3.8898149999999996,3.874738,3.904892,9.098049999999997
0.625,62.5,3.895283,3.881559,3.909007,8.967509999999997
0.63,63,3.8984645,3.884165,3.912764,8.8584
0.6345000000000001,63.45,3.902126,3.888545,3.915707,8.749279999999999
0.64,64,3.905736,3.892915,3.918557,8.618459999999999
0.645,64.5,3.909536,3.897285,3.921787,8.508679999999998
0.65,65,3.9125915,3.901077,3.924106,8.398989999999998
0.655,65.5,3.9155095,3.904539,3.92648,8.289359999999999
0.66,66,3.9190025,3.908909,3.929096,8.15824
0.665,66.5,3.921961,3.912219,3.931703,8.048379999999998
0.67,67,3.9247984999999996,3.914922,3.934675,7.938509999999997
0.675,67.5,3.927,3.918075,3.935925,7.806609999999999
0.68,68,3.930577,3.921004,3.94015,7.6967099999999995
0.685,68.5,3.9328575,3.923732,3.941983,7.5869399999999985
0.69,69,3.9365924999999997,3.928353,3.944832,7.454909999999998
0.695,69.5,3.9397095,3.931178,3.948241,7.3442599999999985
0.6995,69.95,3.9422905000000004,3.934785,3.949796,7.2340599999999995
0.705,70.5,3.945366,3.937876,3.952856,7.10192
0.71,71,3.948466,3.940523,3.956409,6.991639999999997
0.715,71.5,3.95101,3.943613,3.958407,6.880469999999999
0.72,72,3.9535305000000003,3.945584,3.961477,6.769349999999999
0.725,72.5,3.956555,3.949903,3.963207,6.636329999999997
0.73,73,3.9591754999999997,3.951654,3.966697,6.5251899999999985
0.735,73.5,3.961726,3.954829,3.968623,6.413979999999999
0.74,74,3.9641235000000004,3.957072,3.971175,6.2804699999999976
0.745,74.5,3.966355,3.959781,3.972929,6.169269999999997
0.75,75,3.9682925,3.961723,3.974862,6.057789999999997
0.755,75.5,3.9702105,3.963513,3.976908,5.946429999999999
0.76,76,3.972211,3.965504,3.978918,5.812719999999999
0.765,76.5,3.9733929999999997,3.966297,3.980489,5.70121
0.77,77,3.97559,3.968833,3.982347,5.589669999999998
0.775,77.5,3.978096,3.971181,3.985011,5.455729999999999
0.78,78,3.9801,3.973405,3.986795,5.344339999999999
0.785,78.5,3.9832295,3.976363,3.990096,5.2324899999999985
0.79,79,3.9865965,3.979425,3.993768,5.098279999999999
0.7945,79.45,3.9890689999999998,3.981943,3.996195,4.986439999999998
0.8,80,3.9932635000000003,3.986239,4.000288,4.874429999999997
0.805,80.5,3.9974100000000004,3.989876,4.004944,4.762469999999997
0.81,81,4.0024875,3.99443,4.010545,4.627899999999997
0.815,81.5,4.006822,3.998563,4.015081,4.515379999999997
0.82,82,4.013258,4.004662,4.021854,4.402859999999997
0.825,82.5,4.020349,4.010843,4.029855,4.26784
0.83,83,4.0277785,4.018897,4.03666,4.154989999999998
0.835,83.5,4.0364955,4.02649,4.046501,4.041899999999998
0.84,84,4.0462825,4.035338,4.057227,3.9284099999999995
0.8445,84.45,4.055242,4.046192,4.064292,3.7922499999999992
0.85,85,4.0646275,4.054913,4.074342,3.67821
0.855,85.5,4.072063,4.062607,4.081519,3.564219999999999
0.86,86,4.077804,4.068264,4.087344,3.4271199999999986
0.865,86.5,4.0819790000000005,4.073838,4.09012,3.3128499999999974
0.87,87,4.0840955,4.075177,4.093014,3.19848
0.875,87.5,4.0872005,4.079563,4.094838,3.061
0.88,88,4.0874405,4.079431,4.09545,2.9457499999999968
0.885,88.5,4.090196,4.082495,4.097897,2.830689999999997
0.89,89,4.092313000000001,4.08375,4.100876,2.715869999999999
0.895,89.5,4.0957505,4.088058,4.103443,2.57808
0.9,90,4.098853500000001,4.090835,4.106872,2.46312
0.905,90.5,4.1034559999999995,4.09541,4.111502,2.3482999999999983
0.9095,90.95,4.107658499999999,4.101573,4.113744,2.2101499999999987
0.915,91.5,4.111719000000001,4.104625,4.118813,2.094949999999997
0.92,92,4.1166255,4.10883,4.124421,1.9795799999999986
0.925,92.5,4.121393,4.114181,4.128605,1.8410099999999971
0.93,93,4.1254935,4.118436,4.132551,1.725679999999997
0.935,93.5,4.1306270000000005,4.122946,4.138308,1.6098299999999988
0.94,94,4.1347805,4.127407,4.142154,1.4942699999999967
0.945,94.5,4.139422,4.132704,4.14614,1.3546799999999983
0.95,95,4.144305,4.136885,4.151725,1.238579999999999
0.955,95.5,4.148834,4.141379,4.156289,1.122519999999998
0.96,96,4.153287,4.14708,4.159494,0.9832099999999997
0.965,96.5,4.1574385,4.150542,4.164335,0.8665599999999998
0.97,97,4.162696,4.155714,4.169678,0.7495399999999997
0.9754999999999999,97.55,4.1669465,4.159799,4.174094,0.63244
0.98,98,4.172206,4.166247,4.178165,0.49214999999999876
0.985,98.5,4.176982499999999,4.170916,4.183049,0.37525999999999726
0.99,99,4.1823295,4.17543,4.189229,0.2583599999999997
0.995,99.5,4.1874424999999995,4.181631,4.193254,0.11768999999999963
1,100,4.1932670000000005,4.186511,4.200023,0
